academic_year,assignments,attendance,course_id,course_name,email,final,final_grade,letter_grade,major,midterm,name,semester,student_id,trait
2023/2024,9.8,98.7,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),phanđucsonbd21ai012@gmail.com,9.4,9.6,A,Khoa AI - Khóa 21,9.7,Phan Đức Sơn,1,BD21AI012,excellent
2023/2024,9.2,98.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),tranhuuloibd21ai013@gmail.com,4.5,7.0,B,Khoa AI - Khóa 21,3.2,Trần Hữu Lợi,1,BD21AI013,diligent_but_low
2023/2024,9.2,50.0,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),leminhlinhbd21ai014@gmail.com,9.9,8.7,A,Khoa AI - Khóa 21,9.8,Lê Minh Linh,1,BD21AI014,talented_but_lazy
2023/2024,8.7,50.7,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),duongthanhkienbd21ai015@gmail.com,9.5,8.4,B,Khoa AI - Khóa 21,8.6,Dương Thanh Kiên,1,BD21AI015,talented_but_lazy
2023/2024,9.9,99.9,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),duongminhanbd21ai016@gmail.com,4.9,7.4,B,Khoa AI - Khóa 21,4.9,Dương Minh An,1,BD21AI016,diligent_but_low
2023/2024,7.5,48.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),vuquangtungbd21ai017@gmail.com,8.8,7.6,B,Khoa AI - Khóa 21,9.5,Vũ Quang Tùng,1,BD21AI017,talented_but_lazy
2023/2024,7.9,46.1,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),tranquangnambd21ai018@gmail.com,9.1,7.9,B,Khoa AI - Khóa 21,9.4,Trần Quang Nam,1,BD21AI018,talented_but_lazy
2023/2024,9.4,97.0,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),đongoccuongbd21ai019@gmail.com,3.3,6.4,C,Khoa AI - Khóa 21,3.6,Đỗ Ngọc Cường,1,BD21AI019,diligent_but_low
2023/2024,9.9,98.9,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),lythanhnambd21ai020@gmail.com,4.1,7.0,B,Khoa AI - Khóa 21,4.8,Lý Thanh Nam,1,BD21AI020,diligent_but_low
2023/2024,9.6,99.4,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),duongkimloibd21ai021@gmail.com,3.3,6.5,C,Khoa AI - Khóa 21,5.3,Dương Kim Lợi,1,BD21AI021,diligent_but_low
2023/2024,9.6,98.2,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),huynhquangdungbd21ai022@gmail.com,5.4,7.5,B,Khoa AI - Khóa 21,5.4,Huỳnh Quang Dũng,1,BD21AI022,diligent_but_low
2023/2024,9.8,95.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),buithanhkienbd21ai023@gmail.com,9.6,9.7,A,Khoa AI - Khóa 21,9.1,Bùi Thành Kiên,1,BD21AI023,excellent
2023/2024,9.2,98.4,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),vongocvinhbd21ai024@gmail.com,5.3,7.4,B,Khoa AI - Khóa 21,5.4,Võ Ngọc Vinh,1,BD21AI024,diligent_but_low
2023/2024,4.6,42.5,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),buihuuhabd21ai025@gmail.com,3.7,4.1,D,Khoa AI - Khóa 21,2.7,Bùi Hữu Hà,1,BD21AI025,struggling
2023/2024,7.8,75.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),duongtuancuongbd21ai026@gmail.com,5.9,6.8,C,Khoa AI - Khóa 21,6.3,Dương Tuấn Cường,1,BD21AI026,average
2023/2024,8.6,74.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),buiquangsonbd21ai027@gmail.com,7.8,8.0,B,Khoa AI - Khóa 21,5.8,Bùi Quang Sơn,1,BD21AI027,average
2023/2024,9.5,96.8,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),đangđucloibd21ai028@gmail.com,9.2,9.4,A,Khoa AI - Khóa 21,9.4,Đặng Đức Lợi,1,BD21AI028,excellent
2023/2024,9.6,95.0,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),huynhthanhlinhbd21ai029@gmail.com,9.6,9.6,A,Khoa AI - Khóa 21,9.3,Huỳnh Thành Linh,1,BD21AI029,excellent
2023/2024,8.9,50.1,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),nguyenhuukienbd21ai030@gmail.com,9.5,8.5,A,Khoa AI - Khóa 21,8.9,Nguyễn Hữu Kiên,1,BD21AI030,talented_but_lazy
2023/2024,9.4,98.8,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),buivannambd21ai031@gmail.com,9.7,9.7,A,Khoa AI - Khóa 21,9.5,Bùi Văn Nam,1,BD21AI031,excellent
2023/2024,8.6,45.2,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),hoangquangtungbd21ai032@gmail.com,9.1,8.0,B,Khoa AI - Khóa 21,9.9,Hoàng Quang Tùng,1,BD21AI032,talented_but_lazy
2023/2024,9.8,97.2,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),đangngoctungbd21ai033@gmail.com,9.0,9.4,A,Khoa AI - Khóa 21,9.7,Đặng Ngọc Tùng,1,BD21AI033,excellent
2023/2024,9.3,98.5,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),lyvantungbd21ai034@gmail.com,5.3,7.4,B,Khoa AI - Khóa 21,5.2,Lý Văn Tùng,1,BD21AI034,diligent_but_low
2023/2024,4.8,45.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),buikimminhbd21ai035@gmail.com,3.8,4.3,D,Khoa AI - Khóa 21,2.7,Bùi Kim Minh,1,BD21AI035,struggling
2023/2024,9.5,96.5,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),vođucanbd21ai036@gmail.com,5.3,7.4,B,Khoa AI - Khóa 21,3.4,Võ Đức An,1,BD21AI036,diligent_but_low
2023/2024,2.0,65.4,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),duongngocsonbd21ai037@gmail.com,3.7,3.8,F,Khoa AI - Khóa 21,4.2,Dương Ngọc Sơn,1,BD21AI037,struggling
2023/2024,9.7,97.7,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),tranhaiminhbd21ai038@gmail.com,5.2,7.5,B,Khoa AI - Khóa 21,3.3,Trần Hải Minh,1,BD21AI038,diligent_but_low
2023/2024,3.1,60.3,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),ngoquangdungbd21ai039@gmail.com,3.1,3.7,F,Khoa AI - Khóa 21,3.5,Ngô Quang Dũng,1,BD21AI039,struggling
2023/2024,9.0,51.1,AI301_K21_2023_2024_S1,Reinforcement Learning (K21),tranđuctungbd21ai040@gmail.com,9.7,8.6,A,Khoa AI - Khóa 21,9.7,Trần Đức Tùng,1,BD21AI040,talented_but_lazy
2023/2024,8.9,47.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),huynhxuankienbd21ai001@gmail.com,9.9,8.6,A,Khoa AI - Khóa 21,9.8,Huỳnh Xuân Kiên,2,BD21AI001,talented_but_lazy
2023/2024,9.6,97.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),phamvanbinhbd21ai002@gmail.com,9.8,9.7,A,Khoa AI - Khóa 21,9.5,Phạm Văn Bình,2,BD21AI002,excellent
2023/2024,7.1,86.2,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),đangvannambd21ai003@gmail.com,7.2,7.5,B,Khoa AI - Khóa 21,7.7,Đặng Văn Nam,2,BD21AI003,average
2023/2024,7.7,46.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranngocanbd21ai004@gmail.com,8.5,7.5,B,Khoa AI - Khóa 21,8.8,Trần Ngọc An,2,BD21AI004,talented_but_lazy
2023/2024,9.9,97.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongkimcuongbd21ai005@gmail.com,3.7,6.7,C,Khoa AI - Khóa 21,4.2,Dương Kim Cường,2,BD21AI005,diligent_but_low
2023/2024,9.0,98.4,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),vukimsonbd21ai006@gmail.com,3.7,6.5,C,Khoa AI - Khóa 21,4.7,Vũ Kim Sơn,2,BD21AI006,diligent_but_low
2023/2024,8.8,59.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),huynhđucdungbd21ai007@gmail.com,9.8,8.7,A,Khoa AI - Khóa 21,9.1,Huỳnh Đức Dũng,2,BD21AI007,talented_but_lazy
2023/2024,9.8,94.4,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranquangquanbd21ai008@gmail.com,9.4,9.5,A,Khoa AI - Khóa 21,9.6,Trần Quang Quân,2,BD21AI008,excellent
2023/2024,7.0,81.5,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),đohailoibd21ai009@gmail.com,7.7,7.6,B,Khoa AI - Khóa 21,7.4,Đỗ Hải Lợi,2,BD21AI009,average
2023/2024,9.2,48.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buithanhlinhbd21ai010@gmail.com,9.6,8.5,A,Khoa AI - Khóa 21,10.0,Bùi Thành Linh,2,BD21AI010,talented_but_lazy
2023/2024,2.6,43.5,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),lyvanphucbd21ai011@gmail.com,1.5,2.4,F,Khoa AI - Khóa 21,3.0,Lý Văn Phúc,2,BD21AI011,struggling
2023/2024,9.8,95.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),phanđucsonbd21ai012@gmail.com,9.4,9.5,A,Khoa AI - Khóa 21,9.0,Phan Đức Sơn,2,BD21AI012,excellent
2023/2024,9.0,98.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranhuuloibd21ai013@gmail.com,4.4,6.9,C,Khoa AI - Khóa 21,5.4,Trần Hữu Lợi,2,BD21AI013,diligent_but_low
2023/2024,7.6,47.2,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),leminhlinhbd21ai014@gmail.com,9.2,7.8,B,Khoa AI - Khóa 21,9.2,Lê Minh Linh,2,BD21AI014,talented_but_lazy
2023/2024,8.7,49.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongthanhkienbd21ai015@gmail.com,9.6,8.4,B,Khoa AI - Khóa 21,9.7,Dương Thanh Kiên,2,BD21AI015,talented_but_lazy
2023/2024,9.6,96.8,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongminhanbd21ai016@gmail.com,4.6,7.1,B,Khoa AI - Khóa 21,4.8,Dương Minh An,2,BD21AI016,diligent_but_low
2023/2024,8.4,49.6,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),vuquangtungbd21ai017@gmail.com,8.8,7.9,B,Khoa AI - Khóa 21,8.8,Vũ Quang Tùng,2,BD21AI017,talented_but_lazy
2023/2024,8.3,61.0,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranquangnambd21ai018@gmail.com,9.7,8.6,A,Khoa AI - Khóa 21,10.0,Trần Quang Nam,2,BD21AI018,talented_but_lazy
2023/2024,9.3,99.7,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),đongoccuongbd21ai019@gmail.com,4.1,6.9,C,Khoa AI - Khóa 21,3.6,Đỗ Ngọc Cường,2,BD21AI019,diligent_but_low
2023/2024,9.8,99.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),lythanhnambd21ai020@gmail.com,5.2,7.6,B,Khoa AI - Khóa 21,3.2,Lý Thanh Nam,2,BD21AI020,diligent_but_low
2023/2024,9.4,96.7,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongkimloibd21ai021@gmail.com,3.4,6.4,C,Khoa AI - Khóa 21,3.6,Dương Kim Lợi,2,BD21AI021,diligent_but_low
2023/2024,9.5,96.8,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),huynhquangdungbd21ai022@gmail.com,3.4,6.5,C,Khoa AI - Khóa 21,3.6,Huỳnh Quang Dũng,2,BD21AI022,diligent_but_low
2023/2024,9.6,95.4,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buithanhkienbd21ai023@gmail.com,9.1,9.3,A,Khoa AI - Khóa 21,9.3,Bùi Thành Kiên,2,BD21AI023,excellent
2023/2024,9.8,97.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),vongocvinhbd21ai024@gmail.com,4.3,7.1,B,Khoa AI - Khóa 21,4.2,Võ Ngọc Vinh,2,BD21AI024,diligent_but_low
2023/2024,2.2,67.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buihuuhabd21ai025@gmail.com,2.3,3.2,F,Khoa AI - Khóa 21,4.2,Bùi Hữu Hà,2,BD21AI025,struggling
2023/2024,7.2,94.6,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongtuancuongbd21ai026@gmail.com,7.7,7.9,B,Khoa AI - Khóa 21,6.4,Dương Tuấn Cường,2,BD21AI026,average
2023/2024,7.9,78.2,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buiquangsonbd21ai027@gmail.com,7.9,7.9,B,Khoa AI - Khóa 21,7.0,Bùi Quang Sơn,2,BD21AI027,average
2023/2024,9.9,95.6,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),đangđucloibd21ai028@gmail.com,9.3,9.5,A,Khoa AI - Khóa 21,9.3,Đặng Đức Lợi,2,BD21AI028,excellent
2023/2024,9.7,96.7,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),huynhthanhlinhbd21ai029@gmail.com,9.3,9.5,A,Khoa AI - Khóa 21,9.2,Huỳnh Thành Linh,2,BD21AI029,excellent
2023/2024,8.5,47.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),nguyenhuukienbd21ai030@gmail.com,9.1,8.0,B,Khoa AI - Khóa 21,8.6,Nguyễn Hữu Kiên,2,BD21AI030,talented_but_lazy
2023/2024,9.7,94.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buivannambd21ai031@gmail.com,9.4,9.5,A,Khoa AI - Khóa 21,9.2,Bùi Văn Nam,2,BD21AI031,excellent
2023/2024,7.8,50.8,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),hoangquangtungbd21ai032@gmail.com,8.8,7.8,B,Khoa AI - Khóa 21,9.5,Hoàng Quang Tùng,2,BD21AI032,talented_but_lazy
2023/2024,9.7,95.6,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),đangngoctungbd21ai033@gmail.com,9.7,9.7,A,Khoa AI - Khóa 21,9.1,Đặng Ngọc Tùng,2,BD21AI033,excellent
2023/2024,10.0,99.9,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),lyvantungbd21ai034@gmail.com,5.0,7.5,B,Khoa AI - Khóa 21,5.3,Lý Văn Tùng,2,BD21AI034,diligent_but_low
2023/2024,5.0,55.3,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),buikimminhbd21ai035@gmail.com,2.6,3.9,F,Khoa AI - Khóa 21,2.1,Bùi Kim Minh,2,BD21AI035,struggling
2023/2024,9.3,99.0,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),vođucanbd21ai036@gmail.com,4.1,6.8,C,Khoa AI - Khóa 21,3.6,Võ Đức An,2,BD21AI036,diligent_but_low
2023/2024,3.7,63.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),duongngocsonbd21ai037@gmail.com,4.3,4.5,D,Khoa AI - Khóa 21,1.8,Dương Ngọc Sơn,2,BD21AI037,struggling
2023/2024,9.1,97.7,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranhaiminhbd21ai038@gmail.com,3.9,6.6,C,Khoa AI - Khóa 21,5.0,Trần Hải Minh,2,BD21AI038,diligent_but_low
2023/2024,2.9,52.0,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),ngoquangdungbd21ai039@gmail.com,2.5,3.1,F,Khoa AI - Khóa 21,3.4,Ngô Quang Dũng,2,BD21AI039,struggling
2023/2024,7.2,48.1,AI302_K21_2023_2024_S2,Big Data & Cloud Computing (K21),tranđuctungbd21ai040@gmail.com,10.0,8.1,B,Khoa AI - Khóa 21,8.8,Trần Đức Tùng,2,BD21AI040,talented_but_lazy
2023/2024,8.8,63.2,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),huynhxuankienbd21ai001@gmail.com,10.0,8.9,A,Khoa AI - Khóa 21,9.2,Huỳnh Xuân Kiên,2,BD21AI001,talented_but_lazy
2023/2024,10.0,94.5,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),phamvanbinhbd21ai002@gmail.com,9.9,9.8,A,Khoa AI - Khóa 21,9.3,Phạm Văn Bình,2,BD21AI002,excellent
2023/2024,8.7,72.8,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),đangvannambd21ai003@gmail.com,6.1,7.1,B,Khoa AI - Khóa 21,6.6,Đặng Văn Nam,2,BD21AI003,average
2023/2024,7.7,60.5,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranngocanbd21ai004@gmail.com,9.7,8.4,B,Khoa AI - Khóa 21,9.4,Trần Ngọc An,2,BD21AI004,talented_but_lazy
2023/2024,9.7,97.4,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongkimcuongbd21ai005@gmail.com,3.0,6.4,C,Khoa AI - Khóa 21,3.0,Dương Kim Cường,2,BD21AI005,diligent_but_low
2023/2024,9.6,96.8,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),vukimsonbd21ai006@gmail.com,4.8,7.2,B,Khoa AI - Khóa 21,5.4,Vũ Kim Sơn,2,BD21AI006,diligent_but_low
2023/2024,8.6,58.1,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),huynhđucdungbd21ai007@gmail.com,9.3,8.4,B,Khoa AI - Khóa 21,9.4,Huỳnh Đức Dũng,2,BD21AI007,talented_but_lazy
2023/2024,9.6,96.0,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranquangquanbd21ai008@gmail.com,9.0,9.3,A,Khoa AI - Khóa 21,9.0,Trần Quang Quân,2,BD21AI008,excellent
2023/2024,7.4,93.1,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),đohailoibd21ai009@gmail.com,5.9,7.0,B,Khoa AI - Khóa 21,6.4,Đỗ Hải Lợi,2,BD21AI009,average
2023/2024,7.2,51.0,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buithanhlinhbd21ai010@gmail.com,8.9,7.6,B,Khoa AI - Khóa 21,9.5,Bùi Thành Linh,2,BD21AI010,talented_but_lazy
2023/2024,2.7,61.7,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),lyvanphucbd21ai011@gmail.com,3.2,3.6,F,Khoa AI - Khóa 21,3.4,Lý Văn Phúc,2,BD21AI011,struggling
2023/2024,9.4,97.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),phanđucsonbd21ai012@gmail.com,9.2,9.4,A,Khoa AI - Khóa 21,9.5,Phan Đức Sơn,2,BD21AI012,excellent
2023/2024,9.8,98.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranhuuloibd21ai013@gmail.com,5.1,7.5,B,Khoa AI - Khóa 21,4.3,Trần Hữu Lợi,2,BD21AI013,diligent_but_low
2023/2024,7.8,61.8,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),leminhlinhbd21ai014@gmail.com,9.2,8.2,B,Khoa AI - Khóa 21,9.0,Lê Minh Linh,2,BD21AI014,talented_but_lazy
2023/2024,7.6,55.9,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongthanhkienbd21ai015@gmail.com,9.2,8.0,B,Khoa AI - Khóa 21,10.0,Dương Thanh Kiên,2,BD21AI015,talented_but_lazy
2023/2024,9.7,96.5,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongminhanbd21ai016@gmail.com,4.5,7.1,B,Khoa AI - Khóa 21,4.6,Dương Minh An,2,BD21AI016,diligent_but_low
2023/2024,8.0,62.4,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),vuquangtungbd21ai017@gmail.com,9.9,8.6,A,Khoa AI - Khóa 21,9.7,Vũ Quang Tùng,2,BD21AI017,talented_but_lazy
2023/2024,8.8,50.5,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranquangnambd21ai018@gmail.com,9.9,8.6,A,Khoa AI - Khóa 21,9.7,Trần Quang Nam,2,BD21AI018,talented_but_lazy
2023/2024,9.4,98.1,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),đongoccuongbd21ai019@gmail.com,4.9,7.2,B,Khoa AI - Khóa 21,5.2,Đỗ Ngọc Cường,2,BD21AI019,diligent_but_low
2023/2024,9.5,96.1,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),lythanhnambd21ai020@gmail.com,3.4,6.5,C,Khoa AI - Khóa 21,4.1,Lý Thanh Nam,2,BD21AI020,diligent_but_low
2023/2024,9.8,97.0,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongkimloibd21ai021@gmail.com,3.6,6.7,C,Khoa AI - Khóa 21,5.4,Dương Kim Lợi,2,BD21AI021,diligent_but_low
2023/2024,9.2,96.4,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),huynhquangdungbd21ai022@gmail.com,4.5,6.9,C,Khoa AI - Khóa 21,3.6,Huỳnh Quang Dũng,2,BD21AI022,diligent_but_low
2023/2024,9.8,96.4,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buithanhkienbd21ai023@gmail.com,10.0,9.9,A,Khoa AI - Khóa 21,10.0,Bùi Thành Kiên,2,BD21AI023,excellent
2023/2024,9.1,96.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),vongocvinhbd21ai024@gmail.com,3.6,6.5,C,Khoa AI - Khóa 21,4.5,Võ Ngọc Vinh,2,BD21AI024,diligent_but_low
2023/2024,2.4,55.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buihuuhabd21ai025@gmail.com,3.0,3.3,F,Khoa AI - Khóa 21,1.6,Bùi Hữu Hà,2,BD21AI025,struggling
2023/2024,8.0,74.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongtuancuongbd21ai026@gmail.com,7.9,7.8,B,Khoa AI - Khóa 21,7.2,Dương Tuấn Cường,2,BD21AI026,average
2023/2024,8.3,74.1,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buiquangsonbd21ai027@gmail.com,7.4,7.7,B,Khoa AI - Khóa 21,6.7,Bùi Quang Sơn,2,BD21AI027,average
2023/2024,9.8,97.8,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),đangđucloibd21ai028@gmail.com,9.2,9.5,A,Khoa AI - Khóa 21,9.1,Đặng Đức Lợi,2,BD21AI028,excellent
2023/2024,9.5,98.2,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),huynhthanhlinhbd21ai029@gmail.com,9.1,9.4,A,Khoa AI - Khóa 21,9.3,Huỳnh Thành Linh,2,BD21AI029,excellent
2023/2024,7.3,58.0,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),nguyenhuukienbd21ai030@gmail.com,8.5,7.6,B,Khoa AI - Khóa 21,8.9,Nguyễn Hữu Kiên,2,BD21AI030,talented_but_lazy
2023/2024,9.9,98.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buivannambd21ai031@gmail.com,9.3,9.6,A,Khoa AI - Khóa 21,9.9,Bùi Văn Nam,2,BD21AI031,excellent
2023/2024,8.5,47.3,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),hoangquangtungbd21ai032@gmail.com,9.6,8.3,B,Khoa AI - Khóa 21,9.3,Hoàng Quang Tùng,2,BD21AI032,talented_but_lazy
2023/2024,9.9,94.5,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),đangngoctungbd21ai033@gmail.com,9.8,9.7,A,Khoa AI - Khóa 21,9.8,Đặng Ngọc Tùng,2,BD21AI033,excellent
2023/2024,9.1,98.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),lyvantungbd21ai034@gmail.com,4.7,7.0,B,Khoa AI - Khóa 21,4.8,Lý Văn Tùng,2,BD21AI034,diligent_but_low
2023/2024,3.1,73.3,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),buikimminhbd21ai035@gmail.com,2.3,3.5,F,Khoa AI - Khóa 21,2.6,Bùi Kim Minh,2,BD21AI035,struggling
2023/2024,9.2,99.7,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),vođucanbd21ai036@gmail.com,4.1,6.8,C,Khoa AI - Khóa 21,4.7,Võ Đức An,2,BD21AI036,diligent_but_low
2023/2024,4.8,62.9,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),duongngocsonbd21ai037@gmail.com,3.7,4.5,D,Khoa AI - Khóa 21,2.5,Dương Ngọc Sơn,2,BD21AI037,struggling
2023/2024,9.1,96.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranhaiminhbd21ai038@gmail.com,4.2,6.8,C,Khoa AI - Khóa 21,3.2,Trần Hải Minh,2,BD21AI038,diligent_but_low
2023/2024,4.0,54.9,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),ngoquangdungbd21ai039@gmail.com,1.4,3.0,F,Khoa AI - Khóa 21,3.9,Ngô Quang Dũng,2,BD21AI039,struggling
2023/2024,8.9,43.6,AI303_K21_2023_2024_S2,Đạo đức & Pháp luật trong AI (K21),tranđuctungbd21ai040@gmail.com,9.4,8.2,B,Khoa AI - Khóa 21,9.8,Trần Đức Tùng,2,BD21AI040,talented_but_lazy
2023/2024,4.4,61.8,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),vuanhlinhbd22ai001@gmail.com,4.1,4.6,D,Khoa AI - Khóa 22,1.7,Vũ Anh Linh,1,BD22AI001,struggling
2023/2024,8.9,63.1,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),đangquangminhbd22ai002@gmail.com,9.6,8.7,A,Khoa AI - Khóa 22,9.4,Đặng Quang Minh,1,BD22AI002,talented_but_lazy
2023/2024,9.6,98.3,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),phanminhlinhbd22ai003@gmail.com,4.1,6.9,C,Khoa AI - Khóa 22,4.2,Phan Minh Linh,1,BD22AI003,diligent_but_low
2023/2024,9.4,99.6,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),hođucphucbd22ai004@gmail.com,9.6,9.6,A,Khoa AI - Khóa 22,9.4,Hồ Đức Phúc,1,BD22AI004,excellent
2023/2024,9.5,99.6,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),buikimtungbd22ai005@gmail.com,9.7,9.7,A,Khoa AI - Khóa 22,9.6,Bùi Kim Tùng,1,BD22AI005,excellent
2023/2024,10.0,99.4,AI201_K22_2023_2024_S1,Machine Learning (Học máy) (K22),tranhaiminhbd22ai006@gmail.com,3.9,6.9,C,Khoa AI - Khóa 22,3.1,Trần Hải Minh,1,BD22AI006,diligent_but_low
